"","n.gram","counts"
"11077","ns",2
"11078","nst",2
"11079","nt",5
"11080","nuance",2
"11081","nuances",4
"11082","nuclear",24
"11083","nude",6
"11084","nugget",4
"11085","nuggets",4
"11086","numb",3
"11087","number",131
"11088","numbers",59
"11089","numbing",2
"11090","numerals",3
"11091","numerous",17
"11092","nurgleprobe",2
"11093","nurse",18
"11094","nursery",12
"11095","nurses",11
"11096","nursing",9
"11097","nut",5
"11098","nutmeg",2
"11099","nutrition",5
"11100","nutritious",2
"11101","nuts",15
"11102","nutty",7
"11103","nuure",5
"11104","nuuring",2
"11105","nv",2
"11106","nw",3
"11107","ny",14
"11108","nyc",7
"11109","nylons",2
"11110","nymph",2
"11111","nypd",5
"11112","nyu",2
"11113","o",89
"11114","oak",14
"11115","oakland",6
"11116","oat",2
"11117","oatmeal",6
"11118","oats",3
"11119","obama",86
"11120","obamacare",4
"11121","obedience",4
"11122","oberlin",2
"11123","obese",3
"11124","obesity",7
"11125","obey",4
"11126","obeying",5
"11127","object",9
"11128","objected",2
"11129","objecting",2
"11130","objection",3
"11131","objections",2
"11132","objective",6
"11133","objectively",2
"11134","objectives",4
"11135","objects",9
"11136","obligated",3
"11137","obligations",5
"11138","oblige",3
"11139","obliged",4
"11140","oblivion",2
"11141","oblivious",5
"11142","obnoxious",2
"11143","obscene",3
"11144","obscure",2
"11145","observance",3
"11146","observation",4
"11147","observations",6
"11148","observe",3
"11149","observed",2
"11150","observer",6
"11151","observers",3
"11152","observes",4
"11153","observing",2
"11154","obsessed",9
"11155","obsession",10
"11156","obsessive",4
"11157","obsolete",5
"11158","obstacle",6
"11159","obstacles",15
"11160","obstetrics",3
"11161","obtain",11
"11162","obtained",12
"11163","obtaining",2
"11164","obvious",27
"11165","obviously",46
"11166","oc",2
"11167","occasion",11
"11168","occasional",8
"11169","occasionally",11
"11170","occasions",8
"11171","occupancy",2
"11172","occupation",6
"11173","occupational",5
"11174","occupied",10
"11175","occupier",2
"11176","occupy",14
"11177","occupying",2
"11178","occur",10
"11179","occurred",28
"11180","occurrence",3
"11181","occurring",4
"11182","occurs",8
"11183","ocd",2
"11184","ocean",21
"11185","oceanic",2
"11186","oceans",3
"11187","oct",17
"11188","october",51
"11189","octopus",2
"11190","odd",22
"11191","oddly",7
"11192","odds",8
"11193","ode",2
"11194","odin",2
"11195","odoms",4
"11196","odor",3
"11197","odyssey",2
"11198","offence",2
"11199","offended",5
"11200","offender",3
"11201","offenders",3
"11202","offending",6
"11203","offense",24
"11204","offenses",4
"11205","offensive",14
"11206","offensively",5
"11207","offer",77
"11208","offered",53
"11209","offering",32
"11210","offerings",7
"11211","offers",35
"11212","office",126
"11213","officer",45
"11214","officers",39
"11215","offices",15
"11216","official",39
"11217","officially",14
"11218","officials",83
"11219","offline",4
"11220","offs",3
"11221","offseason",5
"11222","offset",7
"11223","oft",2
"11224","often",166
"11225","og",4
"11226","oh",136
"11227","ohio",79
"11228","ohioans",2
"11229","ohodox",4
"11230","ohopedic",2
"11231","oi",3
"11232","oil",92
"11233","oiled",2
"11234","oilers",2
"11235","oils",5
"11236","oily",3
"11237","ojai",5
"11238","ok",79
"11239","okay",59
"11240","okc",2
"11241","okla",2
"11242","oklahoma",11
"11243","oktoberfest",3
"11244","ol",3
"11245","oland",2
"11246","olay",4
"11247","olb",2
"11248","old",363
"11249","older",56
"11250","oldest",17
"11251","oldies",2
"11252","olds",7
"11253","olga",2
"11254","olive",32
"11255","oliver",10
"11256","olives",2
"11257","olivia",5
"11258","olivier",2
"11259","olson",3
"11260","olympic",9
"11261","olympics",11
"11262","olympus",4
"11263","om",2
"11264","oman",3
"11265","ombudsman",3
"11266","omega",2
"11267","omer",2
"11268","omg",12
"11269","omitted",2
"11270","onboard",2
"11271","oncoming",4
"11272","one",1747
"11273","ones",95
"11274","onetime",2
"11275","ongoing",15
"11276","onion",17
"11277","onions",14
"11278","online",75
"11279","ono",3
"11280","onofre",2
"11281","ontario",3
"11282","onto",63
"11283","oon",3
"11284","oops",10
"11285","oozing",2
"11286","op",9
"11287","opal",2
"11288","opalotypes",2
"11289","opaque",2
"11290","opec",3
"11291","open",179
"11292","opened",54
"11293","opener",7
"11294","opening",68
"11295","openly",3
"11296","opens",13
"11297","opera",6
"11298","operate",5
"11299","operated",10
"11300","operates",10
"11301","operating",16
"11302","operation",19
"11303","operational",3
"11304","operations",19
"11305","operator",3
"11306","operators",5
"11307","opiate",3
"11308","opinion",31
"11309","opinions",17
"11310","oppenheimer",2
"11311","opponent",7
"11312","opponents",15
"11313","oppose",3
"11314","opposed",21
"11315","opposes",3
"11316","opposing",4
"11317","opposite",20
"11318","opposites",2
"11319","opposition",18
"11320","oppounities",14
"11321","oppounity",89
"11322","oppressed",3
"11323","oppression",7
"11324","oppressive",4
"11325","oprah",7
"11326","ops",2
"11327","opt",7
"11328","opted",13
"11329","optimal",2
"11330","optimism",6
"11331","optimistic",6
"11332","optimize",2
"11333","optimum",2
"11334","opting",2
"11335","option",25
"11336","optional",8
"11337","options",36
"11338","opulent",2
"11339","oral",5
"11340","orange",36
"11341","oranges",7
"11342","orbital",2
"11343","orchard",8
"11344","orchestra",6
"11345","orcs",4
"11346","ordained",3
"11347","ordeal",6
"11348","order",150
"11349","ordered",33
"11350","orderly",3
"11351","orders",18
"11352","ordinance",6
"11353","ordinances",3
"11354","ordinary",16
"11355","ordnance",2
"11356","oregano",3
"11357","orego",6
"11358","oregon",38
"11359","oreo",2
"11360","org",14
"11361","organ",5
"11362","organic",15
"11363","organically",2
"11364","organisations",4
"11365","organise",4
"11366","organised",3
"11367","organising",2
"11368","organization",38
"11369","organizations",10
"11370","organize",4
"11371","organized",15
"11372","organizers",4
"11373","organizing",3
"11374","orientation",4
"11375","oriented",9
"11376","origin",6
"11377","original",77
"11378","originally",21
"11379","origins",5
"11380","orioles",8
"11381","orion",3
"11382","orlando",13
"11383","orleans",15
"11384","ornament",2
"11385","ornaments",4
"11386","ornate",2
"11387","ornithologist",2
"11388","orphan",2
"11389","orphanage",3
"11390","orphaned",2
"11391","orvieto",2
"11392","orwell",2
"11393","os",6
"11394","osama",6
"11395","osbourne",2
"11396","oscar",8
"11397","osinski",2
"11398","osiris",5
"11399","osteoporosis",2
"11400","osu",2
"11401","oswego",5
"11402","ot",3
"11403","others",182
"11404","otherwise",33
"11405","otk",2
"11406","ottawa",2
"11407","otto",2
"11408","ouch",4
"11409","ounce",5
"11410","ounces",10
"11411","ousted",3
"11412","outbreak",2
"11413","outcome",12
"11414","outcomes",5
"11415","outcry",2
"11416","outdated",4
"11417","outdoor",10
"11418","outdoors",7
"11419","outer",10
"11420","outfield",4
"11421","outfielder",4
"11422","outfielders",2
"11423","outfit",15
"11424","outfits",4
"11425","outfitters",2
"11426","outing",6
"11427","outlawed",2
"11428","outlet",6
"11429","outlets",3
"11430","outlines",2
"11431","outlining",3
"11432","outlook",6
"11433","outnumber",2
"11434","output",12
"11435","outrage",3
"11436","outrageous",3
"11437","outreach",4
"11438","outright",6
"11439","outs",4
"11440","outscored",3
"11441","outside",108
"11442","outsider",2
"11443","outsiders",4
"11444","outskis",3
"11445","outsourcing",3
"11446","outspoken",3
"11447","outstanding",7
"11448","outstretched",3
"11449","outta",2
"11450","outward",4
"11451","outwardly",4
"11452","oval",11
"11453","ovals",3
"11454","ovaries",4
"11455","ove",4
"11456","ovehrown",3
"11457","oveime",7
"11458","oven",35
"11459","overall",55
"11460","overbearing",2
"11461","overcame",3
"11462","overcautious",2
"11463","overcome",13
"11464","overcoming",2
"11465","overcrowded",2
"11466","overcrowding",2
"11467","overdue",2
"11468","overhead",7
"11469","overheard",3
"11470","overlay",2
"11471","overload",4
"11472","overlooked",10
"11473","overlooking",4
"11474","overlooks",2
"11475","overly",5
"11476","overnight",16
"11477","overpowered",4
"11478","override",2
"11479","overs",3
"11480","overseas",16
"11481","oversee",2
"11482","overseeing",2
"11483","overseen",2
"11484","oversees",3
"11485","oversight",3
"11486","oversized",3
"11487","overstuffed",3
"11488","overused",2
"11489","overview",6
"11490","overweight",3
"11491","overwhelmed",8
"11492","overwhelming",17
"11493","overwhelmingly",4
"11494","overwhelms",2
"11495","overworked",5
"11496","oveurned",4
"11497","ow",3
"11498","owe",9
"11499","owed",7
"11500","owens",4
"11501","owes",3
"11502","owing",3
"11503","owl",10
"11504","owls",3
"11505","owned",35
"11506","owner",28
"11507","owners",18
"11508","ownership",11
"11509","owning",6
"11510","owns",17
"11511","oxford",6
"11512","oxygen",9
"11513","oxymoron",2
"11514","oxytocin",2
"11515","oyster",2
"11516","oysters",2
"11517","oz",7
"11518","ozzy",2
"11519","p",187
"11520","pa",311
"11521","paake",2
"11522","pablo",5
"11523","pac",8
"11524","pacb",2
"11525","pace",26
"11526","paced",5
"11527","pacer",3
"11528","pacers",5
"11529","pacey",2
"11530","pacific",11
"11531","pacifica",2
"11532","pacing",5
"11533","pack",30
"11534","package",21
"11535","packaged",3
"11536","packages",7
"11537","packaging",7
"11538","packard",2
"11539","packed",20
"11540","packer",4
"11541","packers",5
"11542","packet",4
"11543","packets",2
"11544","packing",6
"11545","packs",5
"11546","pacs",2
"11547","pact",4
"11548","pad",4
"11549","padded",3
"11550","paddle",3
"11551","padi",3
"11552","pads",2
"11553","pagan",4
"11554","page",69
"11555","pageant",2
"11556","pages",44
"11557","paial",4
"11558","paially",11
"11559","paicipant",7
"11560","paicipants",17
"11561","paicipate",17
"11562","paicipated",9
"11563","paicipates",2
"11564","paicipating",11
"11565","paicipation",8
"11566","paicipatory",2
"11567","paicles",2
"11568","paicular",50
"11569","paicularly",65
"11570","paid",64
"11571","paideia",2
"11572","paies",33
"11573","paige",2
"11574","pain",58
"11575","painful",21
"11576","painfully",2
"11577","paing",3
"11578","painless",3
"11579","pains",3
"11580","paint",44
"11581","paintball",11
"11582","painted",16
"11583","painter",4
"11584","painting",25
"11585","paintings",8
"11586","paints",6
"11587","pair",38
"11588","paired",9
"11589","pairing",6
"11590","pairs",9
"11591","pajamas",3
"11592","pak",4
"11593","pakatan",2
"11594","pakistan",6
"11595","pakistani",6
"11596","palace",4
"11597","paladi",2
"11598","paladin",5
"11599","palate",4
"11600","palau",2
"11601","pale",16
"11602","palestine",2
"11603","palestinian",4
"11604","palestinians",6
"11605","palette",4
"11606","pallet",2
"11607","palm",8
"11608","palma",3
"11609","palmer",4
"11610","palms",3
"11611","palo",5
"11612","palomar",2
"11613","palpable",2
"11614","pals",3
"11615","paltrow",2
"11616","paly",15
"11617","pam",4
"11618","pampered",2
"11619","pan",41
"11620","panama",2
"11621","pancake",3
"11622","pancakes",5
"11623","panda",2
"11624","pandas",2
"11625","pandemonium",2
"11626","panel",33
"11627","panelists",2
"11628","panels",4
"11629","paner",32
"11630","panering",4
"11631","paners",16
"11632","panership",7
"11633","panic",9
"11634","paniyaram",2
"11635","panko",5
"11636","panna",2
"11637","pannell",2
"11638","panning",2
"11639","panoramic",2
"11640","pans",5
"11641","pant",2
"11642","panta",2
"11643","panthers",3
"11644","pantry",7
"11645","pants",22
"11646","paolo",2
"11647","papa",3
"11648","paper",100
"11649","paperback",9
"11650","paperey",2
"11651","papers",40
"11652","paperwork",12
"11653","paprocki",2
"11654","par",9
"11655","paraben",2
"11656","parade",8
"11657","parades",3
"11658","paradigm",5
"11659","paradise",7
"11660","paradoxical",2
"11661","paragraph",10
"11662","paragraphs",4
"11663","parallel",7
"11664","paramedics",2
"11665","paramount",8
"11666","parang",3
"11667","paranormal",5
"11668","parasites",2
"11669","paratext",3
"11670","parcel",2
"11671","parchment",9
"11672","parent",28
"11673","parental",5
"11674","parenthood",10
"11675","parenting",6
"11676","parents",103
"11677","paris",28
"11678","parish",3
"11679","parisian",3
"11680","park",103
"11681","parked",4
"11682","parker",5
"11683","parking",33
"11684","parks",14
"11685","parkville",2
"11686","parkway",6
"11687","parliament",5
"11688","parliamentary",3
"11689","parlor",2
"11690","parma",2
"11691","parmesan",5
"11692","parochial",2
"11693","parole",10
"11694","parsley",4
"11695","pas",51
"11696","pascal",3
"11697","paso",2
"11698","pass",62
"11699","passage",15
"11700","passages",7
"11701","passaic",4
"11702","passed",59
"11703","passenger",6
"11704","passengers",8
"11705","passersby",2
"11706","passes",16
"11707","passing",38
"11708","passion",37
"11709","passionate",10
"11710","passions",6
"11711","passive",4
"11712","passover",5
"11713","passpo",4
"11714","past",198
"11715","pasta",21
"11716","pastas",2
"11717","paste",13
"11718","pastel",3
"11719","pasteurizer",2
"11720","pasties",2
"11721","pastime",2
"11722","pastor",9
"11723","pastors",5
"11724","pastries",2
"11725","pastry",11
"11726","pasty",9
"11727","pat",14
"11728","patch",2
"11729","patches",2
"11730","patchy",2
"11731","patent",11
"11732","patented",3
"11733","patents",4
"11734","paternal",2
"11735","paternity",2
"11736","paterno",8
"11737","paterson",4
"11738","path",42
"11739","pathetic",4
"11740","paths",7
"11741","pathway",3
"11742","patience",14
"11743","patient",37
"11744","patiently",2
"11745","patients",26
"11746","patina",3
"11747","patio",7
"11748","patricia",6
"11749","patrick",13
"11750","patriot",2
"11751","patriots",9
"11752","patrol",4
"11753","patrolling",2
"11754","patrolman",2
"11755","patron",4
"11756","patrons",4
"11757","patsy",3
"11758","patt",2
"11759","pattern",29
"11760","patterned",4
"11761","patterns",21
"11762","patti",3
"11763","patties",2
"11764","patting",2
"11765","patty",4
"11766","paul",70
"11767","paula",2
"11768","pauline",4
"11769","paulo",4
"11770","pause",8
"11771","paused",3
"11772","pausing",3
"11773","paved",2
"11774","pavement",3
"11775","paw",4
"11776","pay",272
"11777","paycheck",4
"11778","paying",42
"11779","payment",4
"11780","payments",14
"11781","payoff",2
"11782","payroll",8
"11783","pays",14
"11784","payton",6
"11785","pb",2
"11786","pbs",3
"11787","pc",10
"11788","pcs",3
"11789","pct",2
"11790","pcw",2
"11791","pdf",9
"11792","pdt",2
"11793","pea",4
"11794","peabody",3
"11795","peace",71
"11796","peaceful",14
"11797","peacefully",2
"11798","peacekeepers",2
"11799","peaches",6
"11800","peacocks",2
"11801","peaining",3
"11802","peains",2
"11803","peak",8
"11804","peaks",2
"11805","peanut",5
"11806","peanuts",2
"11807","pear",7
"11808","pearce",5
"11809","pearl",10
"11810","pearls",7
"11811","pears",4
"11812","pearso",2
"11813","pearson",5
"11814","peas",7
"11815","peasants",2
"11816","pecan",2
"11817","peculiar",5
