"","n.gram","counts"
"10695","open house",6
"10696","open market",2
"10697","open may",2
"10698","open mind",3
"10699","open minded",2
"10700","open presents",2
"10701","open public",3
"10702","open season",2
"10703","open space",5
"10704","open speak",2
"10705","open tuesday",2
"10706","open whatever",2
"10707","opened door",2
"10708","opened onto",2
"10709","opening day",7
"10710","opening new",2
"10711","opening scene",2
"10712","opening times",2
"10713","operating costs",2
"10714","operating profit",2
"10715","operating system",2
"10716","operation whole",2
"10717","opinion piece",2
"10718","opinions time",2
"10719","opposed conventionally",2
"10720","opposite direction",2
"10721","oppounities get",2
"10722","oppounity enjoy",2
"10723","oppounity get",3
"10724","oppounity play",2
"10725","oppounity see",2
"10726","oppounity share",2
"10727","oppounity talk",2
"10728","oppounity try",3
"10729","oppounity win",2
"10730","oppounity work",2
"10731","oppression women",2
"10732","option iii",2
"10733","options also",2
"10734","options available",2
"10735","oral cancer",2
"10736","orange black",2
"10737","orange county",6
"10738","orange juice",2
"10739","orange soda",3
"10740","order copy",2
"10741","order counter",2
"10742","order david",2
"10743","order defend",2
"10744","order find",4
"10745","order get",4
"10746","order help",5
"10747","order know",3
"10748","order leave",2
"10749","order one",2
"10750","order please",2
"10751","order police",2
"10752","order repo",2
"10753","order succeed",2
"10754","order successful",2
"10755","order take",2
"10756","order us",2
"10757","ordered held",2
"10758","ordinary citizens",2
"10759","ordinary people",3
"10760","ordnance survey",2
"10761","orego and",6
"10762","oregon state",3
"10763","oregon washington",2
"10764","org call",2
"10765","organic farm",2
"10766","organization known",2
"10767","original amount",2
"10768","original idea",2
"10769","original mps",2
"10770","original name",2
"10771","original plan",2
"10772","os x",3
"10773","osama bin",5
"10774","osiris paintball",5
"10775","others can",13
"10776","others course",2
"10777","others escaped",2
"10778","others first",2
"10779","others know",2
"10780","others like",2
"10781","others make",2
"10782","others may",2
"10783","others say",2
"10784","others simply",2
"10785","others suppo",2
"10786","others think",2
"10787","otherwise known",2
"10788","outcomes games",2
"10789","outer banks",2
"10790","outer edges",2
"10791","output per",2
"10792","output rose",2
"10793","outside door",2
"10794","outside georgia",2
"10795","outside house",2
"10796","outside marriage",2
"10797","outside people",2
"10798","outside sidewalk",2
"10799","outside town",2
"10800","outside world",5
"10801","oval office",4
"10802","ovaries also",2
"10803","oven c",2
"10804","oven degrees",5
"10805","oven f",2
"10806","oven line",2
"10807","oven minutes",4
"10808","oven rack",2
"10809","overall big",2
"10810","overall effect",2
"10811","overall pick",2
"10812","overall think",2
"10813","overall though",2
"10814","overcautious opponent",2
"10815","overcome evil",2
"10816","overlooking st",2
"10817","overwhelming feeling",2
"10818","overwhelming majority",2
"10819","ow ow",2
"10820","owe and",2
"10821","owned businesses",4
"10822","p know",2
"10823","p m",109
"10824","p o",2
"10825","pa budget",2
"10826","pa car",2
"10827","pa city",2
"10828","pa drive",2
"10829","pa five",2
"10830","pa get",2
"10831","pa human",2
"10832","pa larger",3
"10833","pa life",4
"10834","pa lives",2
"10835","pa long",2
"10836","pa new",4
"10837","pa one",2
"10838","pa people",2
"10839","pa prize",2
"10840","pa process",2
"10841","pa reason",3
"10842","pa story",5
"10843","pa team",3
"10844","pa time",6
"10845","pa took",2
"10846","pa two",2
"10847","pa world",2
"10848","pablo neruda",3
"10849","pacb approval",2
"10850","pace going",2
"10851","pace troops",2
"10852","page added",2
"10853","page blog",2
"10854","page find",2
"10855","page one",3
"10856","pages arguments",2
"10857","paicipant amazon",3
"10858","paicular interest",2
"10859","paicular order",2
"10860","paicular time",2
"10861","paicularly bad",2
"10862","paicularly excited",2
"10863","paicularly new",3
"10864","paicularly true",3
"10865","paid got",2
"10866","paid percent",2
"10867","paid version",3
"10868","paid work",2
"10869","pain free",3
"10870","paintball gun",5
"10871","paintball spos",2
"10872","painting something",2
"10873","pair jeans",2
"10874","pair shoes",2
"10875","pak samad",2
"10876","paladi and",2
"10877","pale ale",5
"10878","palo alto",4
"10879","paly cloudy",2
"10880","paly due",3
"10881","pan add",3
"10882","pan fried",2
"10883","pan medium",2
"10884","pan put",2
"10885","pan water",2
"10886","panel right",2
"10887","paner crime",3
"10888","paners private",2
"10889","panna cotta",2
"10890","paper bags",3
"10891","paper card",2
"10892","paper copies",2
"10893","paper towel",5
"10894","papers now",2
"10895","paradigm develoent",3
"10896","paradise valley",2
"10897","paramount pictures",2
"10898","parchment paper",6
"10899","parents law",2
"10900","parents teachers",3
"10901","paris london",2
"10902","paris one",2
"10903","park car",2
"10904","park like",3
"10905","park neighborhood",2
"10906","park road",2
"10907","parking free",2
"10908","parking lot",18
"10909","parking spot",2
"10910","parmesan cheese",2
"10911","parole violation",2
"10912","pas state",2
"10913","pass bill",2
"10914","passage water",2
"10915","passaic county",2
"10916","passed around",2
"10917","passed away",3
"10918","passenger rail",2
"10919","passing interest",2
"10920","passion love",2
"10921","passive aggressive",2
"10922","past age",2
"10923","past couple",5
"10924","past days",4
"10925","past decade",3
"10926","past first",2
"10927","past five",2
"10928","past former",2
"10929","past four",2
"10930","past life",4
"10931","past monday",3
"10932","past month",2
"10933","past months",4
"10934","past one",2
"10935","past season",2
"10936","past several",3
"10937","past six",2
"10938","past three",4
"10939","past time",6
"10940","past two",8
"10941","past week",7
"10942","past weeks",4
"10943","past well",2
"10944","past year",9
"10945","past years",14
"10946","pasty pasty",6
"10947","pat dry",2
"10948","path least",3
"10949","patience make",2
"10950","patrick day",2
"10951","patt holt",2
"10952","pattern calls",2
"10953","patterned paper",2
"10954","patty mills",2
"10955","paul goodman",2
"10956","paul ii",2
"10957","paul simon",2
"10958","pay attention",12
"10959","pay bills",3
"10960","pay full",3
"10961","pay get",2
"10962","pay income",2
"10963","pay just",2
"10964","pay keep",2
"10965","pay lawyers",2
"10966","pay little",2
"10967","pay million",3
"10968","pay p",4
"10969","pay price",3
"10970","pay propey",2
"10971","pay slotting",3
"10972","pay talked",2
"10973","pay ten",2
"10974","pay time",2
"10975","paying attention",8
"10976","paying bill",2
"10977","paying less",2
"10978","paying much",2
"10979","payroll taxes",2
"10980","pays bills",2
"10981","pdf file",2
"10982","pea cookies",2
"10983","pea stamps",2
"10984","peace comfo",2
"10985","peace eah",2
"10986","peace god",3
"10987","peace mind",2
"10988","peace security",2
"10989","peace unity",3
"10990","peaceful serene",2
"10991","peanut butter",2
"10992","pearso and",2
"10993","penalty area",2
"10994","pending outcome",3
"10995","penn state",5
"10996","pension health",2
"10997","people able",5
"10998","people act",2
"10999","people affected",2
"11000","people allowed",2
"11001","people also",5
"11002","people always",2
"11003","people area",3
"11004","people around",4
"11005","people asked",2
"11006","people asking",2
"11007","people attending",2
"11008","people aware",2
"11009","people believe",3
"11010","people blog",2
"11011","people came",2
"11012","people can",9
"11013","people ceainly",2
"11014","people coexisting",2
"11015","people come",6
"11016","people comes",2
"11017","people coming",2
"11018","people community",2
"11019","people complain",2
"11020","people completely",2
"11021","people country",3
"11022","people curious",2
"11023","people demand",3
"11024","people developed",2
"11025","people die",2
"11026","people don",4
"11027","people drinking",2
"11028","people employment",2
"11029","people even",4
"11030","people everyone",3
"11031","people experience",2
"11032","people exposed",2
"11033","people facebook",3
"11034","people faith",2
"11035","people far",2
"11036","people feel",3
"11037","people first",3
"11038","people get",7
"11039","people go",2
"11040","people god",3
"11041","people good",3
"11042","people group",2
"11043","people happy",3
"11044","people however",2
"11045","people including",3
"11046","people involved",3
"11047","people just",5
"11048","people keep",2
"11049","people know",13
"11050","people last",2
"11051","people learn",4
"11052","people leave",3
"11053","people leaving",2
"11054","people life",2
"11055","people like",13
"11056","people lived",2
"11057","people living",4
"11058","people looking",2
"11059","people love",4
"11060","people made",2
"11061","people make",6
"11062","people many",3
"11063","people may",3
"11064","people might",5
"11065","people names",2
"11066","people need",4
"11067","people never",2
"11068","people now",2
"11069","people often",2
"11070","people one",8
"11071","people opposed",2
"11072","people outside",2
"11073","people pay",4
"11074","people people",5
"11075","people rarely",2
"11076","people read",2
"11077","people remember",3
"11078","people say",5
"11079","people saying",2
"11080","people see",4
"11081","people seeking",2
"11082","people seem",2
"11083","people signed",2
"11084","people since",2
"11085","people state",2
"11086","people stopped",2
"11087","people take",6
"11088","people talk",2
"11089","people tell",3
"11090","people tend",2
"11091","people think",13
"11092","people thought",3
"11093","people together",3
"11094","people told",2
"11095","people trying",4
"11096","people understand",4
"11097","people use",2
"11098","people used",3
"11099","people using",2
"11100","people visiting",2
"11101","people walking",2
"11102","people want",5
"11103","people watch",2
"11104","people watching",2
"11105","people way",2
"11106","people well",3
"11107","people went",2
"11108","people whose",2
"11109","people without",2
"11110","people work",5
"11111","people working",4
"11112","people world",5
"11113","people young",2
"11114","pepper jelly",2
"11115","pepper lemon",2
"11116","pepper spray",2
"11117","per capita",2
"11118","per cent",5
"11119","per game",9
"11120","per hour",4
"11121","per month",2
"11122","per person",3
"11123","per share",5
"11124","per vehicle",2
"11125","per week",2
"11126","per year",5
"11127","percent according",2
"11128","percent asked",2
"11129","percent billion",5
"11130","percent county",2
"11131","percent drop",2
"11132","percent field",2
"11133","percent first",2
"11134","percent increase",7
"11135","percent july",2
"11136","percent last",2
"11137","percent men",3
"11138","percent million",2
"11139","percent past",2
"11140","percent percent",7
"11141","percent range",2
"11142","percent rate",2
"11143","percent services",3
"11144","percent since",2
"11145","percent students",2
"11146","percent u",3
"11147","percent vote",2
"11148","percent voters",2
"11149","percent women",2
"11150","percent year",3
"11151","perfect day",3
